Question_ID,Question_Text,Choices,Generated Answer,Refined Answer,Correct Answer,Predicted == Correct,Explanation
SP-193_SR,Both persons who were playing chess won. What caused this to happen?,"They were playing against other opponents.; The both lose, in fact, which is also both won.; The referee is new and doesn't know the chess rules.; None of above.",".'' '':'and '.',. a '':''':.',''':''dactor.','' '.',': and.'' '':.',istr brothers the'' '':':istr':''''''.',''': '.',''':''''': '': family  '' '{' '':'' '': '{' moved.', '.',.',,''.',''''.',''",None of above.,They were playing against other opponents.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-193_CR,"Two chefs were making food, at some points both poured a salt and pepper into their food, however the food wasn't too spicy afterall when customers were eating it. How's that possible?",The salt and pepper are  expired.; Two chefs were making two different foods and they didn't add the spices twice to the same food.; All customers were polite and didn't tell them in public.; None of above.,"'' 'actor brother  '' '':.': '' '':''''''''''''''''''':''':':'daughtersuns,''''''': '': and'' '.',''''{''''''''''''''' '':'''' '.', the''1 their,''''''''",None of above.,Two chefs were making two different foods and they didn't add the spices twice to the same food.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-194," A hiker arrives near a lake. He sees a sign where it is written ""No swimming allowed."", but the duck jumps into the water. Why? ",Because ducks can't read.; Because ducks won't polluted water.; Because ducks are tiny to be detected.; None of above.,"''.','''''''' '.',, '':'''' '': 'Some family '': 'istristractor?','' '.', brotherSome.','''''''''''''''''''''' '':'''''''''' '{''''''''''''' '':''''''.',''.', of",None of above.,Because ducks can't read.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-194_SR,"A hiker lands near a lake. He sees a sign that says ""No swimming allowed,"" yet the duck dives into the water anyhow. Why? ",Because ducks are tiny to be detected.; Because ducks can't read.; Because ducks won't polluted water.; None of above.,"'and': 'actor are the'' '': '':''''.',''': '': '.',':'''' '.', '':''.',''''.','' '.', movedistr''''''''''.', ': '':'' '.','' '.',d by'' '.', family '':'daughtersistr own131'daughters.',  '.',,'' '.',istr moved above",None of above.,Because ducks can't read.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-194_CR,"A cat was walking pass a security guard when the guard told him not to enter the area since it was restricted. However, the cat passed the security guard without any sense of obedience.Why?",The cat thought it won't bring danger; Since cats can't understand humans' language; The cat thought it was hard to detect itself.; None of above.,"d':''.', a'''''' correct and family''': '.','' '':'''''and': '': '':''': '': the'' '.', the''.',': '':''':''''': 'istr daughter''':.',, '.',.',,'''' '':': '{'':'' '':'' '.',''''.', '1 brother of.",None of above.,Since cats can't understand humans' language,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-195," Twenty-seven ducks are going to the pond. Five of them got lost, thirteen of them are staying home, and nine of them are at the pond. Where are the rest of them? ",Home.; The way to the pond.; Pond.; None of above.,"'' '': '':.', the 'answer correct''''.', '':'' '.',..'' '':': '.',''istr.','' 'actord': '.',''':'' 'None1':'''''' '':'''' '':''.', '.', '{'':''.', '.',''.',, and  '.',.''.',, '{' daughter '.', ''",None of above.,None of above.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
SP-195_SR," Twenty-seven ducks are going to the pond. Five of them got lost, thirteen of them are staying home, and nine of them are at the pond. Where are the rest of them? ",The way to the pond.; Home.; Pond.; None of above.,"d daughters are the theactor are and daughters eachdactor '.', '.', '.',':''''.', '': '':1 daughter eachactor family''''':''''.',': 'answerchoice.'' correct ''.',''''''''.', of': 'None1.', '.', and''.',, and '.',.',':''''istr family''{' and': '.', and daughters '': '",None of above.,None of above.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
SP-195_CR,"James was taking a test with 31 questions. He answered to 17 questions. Towards the end of the time, he looked onto other people's choices and answered 7 questions that way. He was so lucky that he remembered how to answer another 7 questions as well. Surprisingly, he got 100% in the test. What did he do with the rest of the questions that he got 100?",It is so difficult that he cheated with others.; He didn't know the answer and just guessed them randomly.; He owned a nice relation with the teacher and just asked his teacher.; None of above.,"'' '':':''': 'actor family '.','family'' their':''''''''''''''''':'''''' '':.',''''.',1 brothers, '.', and''''''actor away.'' 'WP'''drinkactor away''''uns '''' 'istractor.',.''''':.',''': '",None of above.,None of above.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
SP-196,"Ten fish are in a tank. Two fish drown. Four fish swim away.Three fish die.
How many fish are left in the tank?",Seven.; Five.; Twenty.; None of above.,"correct '.. '.'' '':':'''' '':'' '?','' '{''''''''correct''''':''':''''answer':''': '':'daughters''':'' '': '.',': '.', family''''?',':''': '.',,''{'':'' '.', and'daughters': '.',''':''.', '",Five.,None of above.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-196_SR,A tank contains ten fish. Two fish drown. Four fish are swimming away.Three fish perish. How many fish are there left in the tank?,Seven.; Twenty.; Five.; None of above.,"toSome daughters ''.',''':':'' '': '.', have moved the.,': '.', theiristr':''''''': '.', '':istransweristristr': '':''''.',''':''''''''''''':': '': and''''{'': 'istrNoneSome.', '':.',istr moved brother.',''.',''.', '.', brother daughters get",Seven.,None of above.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-196_CR,"A chopper had ten pigeons inside and threw all of them out to die. However, there were some tall trees that could've survived them. How many survived?",Eight.; Five.; Three.; None of above.,"'family': '. '': '': '':'''' answer':'' '':'correct '':'correct brother family'' '.',.',':''':''':''istr daughter the''''.',- '''' '':'correct''''''.', the'''''daughters':''istr shares1 and''.',''': '.', '.', '.', 'actor,.',",Three.,None of above.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-197," A woman went to Virginia to get a job. She promised her mother she would come back and visit sometime. Then, in the middle of winter, her mother shouted, ""April is here!"". How is this possible? ",The woman's name is April.; Her mother stayed in the home for the whole winter.; The weather in Virginia is pretty special.; None of above.,"'':'moved.', the':''''.',''''':'''''''' '': '.',.'' correct '':''''''':'''' '.', and':''':'''' '':'daughters':''''''''''''.',''':''.',''''': '':': '':.',choice 0actor''''",None of above.,The woman's name is April.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-197_SR,"A woman travelled to Virginia to look for work. She promised her mother that she would return someday. Her mother then exclaimed, ""April is here!"" in the dead of winter. What makes this possible? ",Her mother stayed in the home for the whole winter.; The weather in Virginia is pretty special.; The woman's name is April.; None of above.,"'''' 'actor each '': 'd{' and': '{'':''.',':'''correctactor brothers their the''''':'''' 'd daughterd, '':'''' '': 'Some.', and''':':''''': '.', 'Some boxer.',,''?',.', and.   '':':''''?',,.', the Some family '':'' '.', '",None of above.,The woman's name is April.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-197_CR,"A man was asking somebody where is you?, the man then pointed out to the person asking the question. How's that possible?",The man pointed to some people at random.; The name of the man who was asking the question was You; The man was angry for his impolite question.; None of above.,"daughter family''':''': '':''''':''d.''''':''''''{'''''':'''''''''''correctistr.',''.',  daughters ownactoractor': '': '':.'' daughters the''''Some family''': ')':''''''''''''''.', dSome.',''",None of above.,The name of the man who was asking the question was You,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-198,"What animal has no wings, but yet will fly?",An elephant.; A caterpillar.; An eagle.; None of above.,"the, '': and daughter'' '.','and''. ''''''.', and': andistr.','' and brothersactor andd family''':'' daughter daughters':'''' correct loved.',''''''.',.''''istr?', ''''': '':'''''' '':''''''''''''''''''",None of above.,A caterpillar.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-198_SR,What animal does not have wings but can fly?,An elephant.; An eagle.; A caterpillar.; None of above.,"haveanswer. and': '. andistr.','' '.', a.''':'and answer moved daughters family '':'daughters''': correct''.','' '.', '.',''':.',''.', and':'''''''''''''''''' '':'' 'd.', '.', brothers.',''''':'''''''''correct':''''",None of above.,A caterpillar.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-198_CR,What animal does not have legs but can jump?,A fish.; A tadpole.; A rabbit.; None of above.,"''':''':'''' have have their'andactor family''''':'and':''': 'answer.', and':''''':.', '':answer and''': '':''':'''' '':'' '':.','''' '':'''''' '.', '':''':'family''.', their '.', '':':'correct brotherd the''':",None of above.,A tadpole.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-199,"A logical with some time to kill in a small town decided to get a haircut. The town had only two barber, each with his own shop. The logical glance into one shop and saw that it was extremely until. The barber needed a shave, his clothes were unkempt, and his hair was badly cut. The other shop was extremely neat. The barber was freshly shaved and spotlessly dressed, his hair neatly trimmed. Why did the logical return to the first shop for his haircut?",The logician chose the first barber because he believed the untidy appearance suggested that the barber was so busy.; Each barber must have cut the other's hair. The logical picked the barber who had given his rival the better haircut.; The logician went to the first barber because he felt sympathy for him.; None of above.,"':': '.',. to same'' daughters the '':''''':'' daughtersd '' '':''''''?',':'''''' 'answer'' '':': '': 'actor ''':.',''''.',':'' '':d.''.', '''correct, correct aid brother correct '.', and'' daughters moved':''{'''''.', the",The logician went to the first barber because he felt sympathy for him.,Each barber must have cut the other's hair. The logical picked the barber who had given his rival the better haircut.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-199_SR,"In a small town, a logical with some free time made the decision to get a haircut. There were only two barbers in the town, and they each had a shop. The rational glance into one store revealed that it was incredibly expensive. His clothes were messy, his hair was poorly cut, and the barber needed to shave. The other store was very well-kept. The barber had recently had his hair cut and was immaculately dressed. Why did the logical get his haircut at the first place he went?",The logician chose the first barber because he believed the untidy appearance suggested that the barber was so busy.; Each barber must have cut the other's hair. The logical picked the barber who had given his rival the better haircut.; The logician went to the first barber because he felt sympathy for him.; None of above.,"''None, '''''''''''''''''''' correct and''''''actor   '''' '.', ''''''':''''''':'' '.', ''.','''''' '':'''daughters family'''''''''''''''''' '.', '",None of above.,Each barber must have cut the other's hair. The logical picked the barber who had given his rival the better haircut.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-199_CR,"In a remote village, a wise traveler decides to check out local dental implants. There are only two dentists in the village, each with a clinic. Glance at the first clinic and see that the dentist's own teeth are badly planted and his salon is poorly maintained. The second salon is tidy, the dentist's teeth are well planted and his attire is spotless. Why smart travelers choose dental implants in the first clinic?",Each dentist must have planted the other's teath. The traveler picked the dentisit who had given his rival the better implants.; The traveler chose the first dentist because he believed the untidy appearance suggested that the dentist was so busy.; The traveler went to the first dentist because he felt sympathy for him.; None of above.,"': and''''''': '.', '' '':':''''''':''Some.','''''' 'd.',''':'''''''''' 'actor,':''''':''''.',.'''''''''''' '.', andSome boxer daughters'sd,''''''''''''''",None of above.,Each dentist must have planted the other's teath. The traveler picked the dentisit who had given his rival the better implants.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-200,A plane crashed between the border of Canada and America. Where do you bury the survivors?,America.; Canada.; In the middle of America and Canada.; None of above.,"'.'the '1 given and'' each and '': the''.', and''':?', and.', '': 'Someistr.', the andistr.','' daughters sharesdistristr.',''.','''' '':': and 'd have1 family'' 'istr brother1?','' '':'''''' '':':''':'' '.',.',': '.', '': '.', '':.',''':",None of above.,None of above.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
SP-200_SR,A jet crashed near the border between Canada and America. Where do the surviving go to be buried?,Canada.; In the middle of America and Canada.; America.; None of above.,"''.', onechoice '.',.''dEachd the. the'''''' '':'' '':.',''.',actor':''.', the''istranswer.''''':'daughters.', and':'''' '':':''.', '.', the '.', and '?',istr family''Some brothersistr.', '.', family'''''''' '{' the'' '': family and.',",None of above.,None of above.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
SP-200_CR,We have 5 roosters and each one gives 1 egg per day. How many eggs do we have after a week?,Five.; Thirty-five.; Seven.; None of above.,"': 'Some.',''Some':  and'''and have haved':'' '': '.','' '':''''''.',':'' '.', '.', 2 married''''''.',.''':''': '.', '':''':''': the ''''.',,'''' '.', '': '{'istr': '.',''choice'daughtersSomeSome married '",Five.,None of above.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-201,"Imagine you are in a room, with no doors, windows, or anything. How do you get out?",Stop imagining.; Jump out of the roof.; Break the Wall.; None of above.,"':'' 'istr family '': '1.','' and': '.','' daughters': and': the '.', '':Someanswer got brothers.', '':'''''' 'answeristr brothers, '':'correct brothersEach daughter movedquestion''''''''':''''''': correct.', the''''.',.''{'''.', '': '.',.''answer away'' '.', '",None of above.,Stop imagining.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-201_SR,"Assume you're in a room with no doors, windows, or anything else. How do you escape?",Stop imagining.; Jump out of the roof.; Break the Wall.; None of above.,"given':''''.',''': of.', and'' '': 'answer by,''''.', ':'' '.', '':'' '.',. '':.  ''.', 'actor1 brother1Somed': '':'' '.',.''.', '.',':''.',''.', the''''':'' '.','' '.',''': 'Some choices '': 'istr theird",None of above.,Stop imagining.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-201_CR,You're dreaming that you're in a jungle in which a tiger is approaching you. What's the best thing to do in that situation?,Fight with the tiger.; Jump over it.; Waking up.; None of above.,"and1question''istr their and of one eachistr1.',d the1.','' '':': the '':':.': '':'daughtersactor shares '': '.',''''':'' '': 'd have,''''.', family''.',  '': '.', '{'':''':':''.', '':''''.', '':''''''istr brother.', and brothers.',''.',",None of above.,Waking up.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-202,"I buried a stone in the ground, and it grew and produced fruit. How is this possible?","The stone was actually a seed, not an ordinary stone. The seed of a cherry is called a stone.; The stone that was buried in the ground symbolizes an idea or a concept. By burying the idea and nurturing it with care and effort, it grew and blossomed into a fruitful outcome or achievement.; You buried a stone in the ground, and as time passed, a tree grew above it. The fruit produced by the tree is unrelated to the stone itself.; None of above.","':''''''':'''correct''': '{' same away  '':'' '':''''''':''':':'''' '':''':istrSomeactor12actor, '':''':  ''''actor ownactordactor': '':''': '':'' 'actoractor daughter':''':''''WP''':'' '.', '",None of above.,"The stone was actually a seed, not an ordinary stone. The seed of a cherry is called a stone.",no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-202_SR,"I planted a stone, and it sprouted leaves and fruit. How is that even possible?","The stone was actually a seed, not an ordinary stone. The seed of a cherry is called a stone.; You buried a stone in the ground, and as time passed, a tree grew above it. The fruit produced by the tree is unrelated to the stone itself.; The stone that was buried in the ground symbolizes an idea or a concept. By burying the idea and nurturing it with care and effort, it grew and blossomed into a fruitful outcome or achievement.; None of above.","istr family.1,': '.','' family''''''''Someactor': 'family'''''''' '': the.  '.',''''''''''''''''':''''.',''''''''''':':''''.', '':'correct..':''''.',,''':'''' '",None of above.,"The stone was actually a seed, not an ordinary stone. The seed of a cherry is called a stone.",no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-202_CR,"Two farmers got into a heated argument and started fighting. A farmer was so enraged that he threw a handful of stones at the other farmer. The stones hit the farmer exactly, but the other farmer received no harm at all.  Why?","The stones was actually seeds, not ordinary stones. The seed of a cherry is called a stone.; The other farmer was wearing protective clothing or had some form of shield that prevented the stones from causing harm.; The stones were small or lacked enough force to cause any significant injury.; None of above.","'' '': '''''''' '':''''''''''':'and'''' '':.',  '':': 'family '':''':':.'' '': have?', ''''{'': '.',, '.',.'' '.',':': '':'''''correct and.',''''''':''''.', ''.',",None of above.,"The stones was actually seeds, not ordinary stones. The seed of a cherry is called a stone.",no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-203,How many birth days does the average person have?,"People may celebrate their birthdays annually, so it depends on their life span.; They technically only have one birth day in their lifetime.; It can be zero as some people are too busy to celebrating their birthdays.; None of above.","the given':''': family '': their and'''' '.','' family''''.', the':'' '.', have.','' '?',''''.', '':'' '.',''Some daughters':''.',''dSome daughters theirSomeWP ': '.',':''.','family '?', have boxer1':''.','''' '':''':'' '.', '':''",None of above.,They technically only have one birth day in their lifetime.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-203_SR,How many birth days do most people have on average?,"People may celebrate their birthdays annually, so it depends on their life span.; It can be zero as some people are too busy to celebrating their birthdays.; They technically only have one birth day in their lifetime.; None of above.","'' '.','''' their family'''''''''''''''''' '.', ''':''':'' '': '': '':''.', '.','' correct.''.','' 'dSome married and','''' '.','' '':'''' '':'' '.', '.',  '' '.', of daughter..'' correct",They technically only have one birth day in their lifetime.,They technically only have one birth day in their lifetime.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
SP-203_CR,"From elementary school to collage, how many ""first day of school"" does the average person have in their lifetime?","Average poeple have 4: lementary school, middle school, high school, and college.; They technically only have one first day of school in their lifetime. That's the very first day they started attending school as a child.; Average people have ""first day of school"" in each semester, so it will be more than 10!; None of above.","''': '.', and-d':'''family''''': 'answer.',''':''':''.', and ownEach family''': '':'''''''''''''''' '.',.',':'' '':.',''''''''''.', and''': and''actorchoice,'correct '.',.'' '.', ':'' daughters '",None of above.,They technically only have one first day of school in their lifetime. That's the very first day they started attending school as a child.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-204,An electric train is going south at 98 mph. The wind is blowing northeast. Which direction is the smoke blowing?," Wind is blowing northeast and is more powerful than the train's speed, it would overpower the train's forward motion. It would likely cause the smoke to blow in northeast.; The train is traveling at a higher speed, which has a significant impact on the direction of the smoke. In this case, smoke is blowing to the opposite direction, north.; There is no smoke. it's an electric train!; None of above.",". '': '.', '': by.',  andd loved':':'' 'answer their.', '': '':'' '.',  the have married': '.', the.''.', '':':''':':''.', and '': '':''.','''''' '.',istr.',.''.',  '': '': '':.'' '.', '.', the 'istr shares and'' '.','' '':",None of above.,There is no smoke. it's an electric train!,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-204_SR,"At 98 mph, an electric train is traveling south. There is a northeast wind. Where is the smoke coming from?","There is no smoke. it's an electric train!;  Wind is blowing northeast and is more powerful than the train's speed, it would overpower the train's forward motion. It would likely cause the smoke to blow in northeast.; The train is traveling at a higher speed, which has a significant impact on the direction of the smoke. In this case, smoke is blowing to the opposite direction, north.; None of above.","their.','daughters.', '': '': '.',,':''.','''' correct their ownquestion '':''''.',  '.','''''''''' '.', '' '.', '.',''question '': 'istractor haveactoractor daughter.'' 'd.''''':istr':''':'''''''''' '': '':':''Noneactor",None of above.,There is no smoke. it's an electric train!,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-204_CR,A submarine is moving west at a speed of 30 knots. There is a strong current moving east. Where are the trail of bubbles coming from?,"The current is moving east, the bubbles would be carried by the current towards the west.; The submarine is moving west, the bubbles would be carried in the direction opposite to the current.; There are no bubbles. Modern submarines are designed to move through water without leaving a trail of bubbles.; None of above.","shares''.', 'istristr':'''''' 'actor family'''''correct '':'' '.',.''answer.''':'correct,.''': '': 'answer daughters,''Some daughters the'''' '': '.',1.', '.',.'''''' '{', 'Some.',''''''Someactor1 same moved,''actor '':''",None of above.,There are no bubbles. Modern submarines are designed to move through water without leaving a trail of bubbles.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-206,"There is a pink single-story house and everything in it is pink. The doors are pink, the windows are pink and the top is pink. What color are the stairs?",There are no stairs in a single story house.; It should be pink as the whole house is in pink.; The stairs is uncolored as people always step on that.; None of above.,"''''?', and''': '':.'''correct and  daughters''': and'''''' '': and '': '': '':''':''''': 'd have': '.', '.', brother and family '.',. the 'answer '': family'' '':''': correct '.',''':''''{' '.','''' '':''''''''",It should be pink as the whole house is in pink.,There are no stairs in a single story house.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-206_SR,"The entire single-story home is pink, including the outside. The windows, the top, and the doors are all pink. What are the stair's colors?",The stairs is uncolored as people always step on that.; It should be pink as the whole house is in pink.; There are no stairs in a single story house.; None of above.,"''{'''''''''''':''':'''''''''''' '.',.''':''''':'daughters.','''''' '': '.',''''.', choices'' '': 'choice':'' '':'' '.', 'Somequestion'''''' '.', ''''':':''''''.', and",None of above.,There are no stairs in a single story house.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-206_CR,"A one-story house is built from red bricks. The doors, windows, and roof are all made of red bricks. What color is the basement?",There is no basement in a one-story house built on a single floor.; It should be red as the whole house is in red.; The basement is uncolored as the basement is only used for storing stuffs.; None of above.,"'.d': '1.', '':'''' '':''''''Some.','''''andd':'daughters the and''''.',''':''istrSome.', '.', the'correct':'' '': '.', the'''' '.', the''''': '.', '': '':''':''{','' '.',''''.',, '.', daughters of",None of above.,There is no basement in a one-story house built on a single floor.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-207,"Ten pears hanging high, Ten men come passing by, Each took a pear and left nine hanging there. How could that be?",EACH is the name of one of the men.; Other men can't reach the pear.; Other men didn't see the pear.; None of above.,"': '':''': family '.','' '.', 'answeractor brotheractorchoice''':''': '':'' '':.', ''.', '':''''':'' '':'''''' 'istrquestion''''.', uns  ')': family''''''''''''.','' 'istractor.', '''''''''' '.', married",EACH is the name of one of the men.,EACH is the name of one of the men.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
SP-207_SR,"Ten pears hung high, ten men passed past, Each taking a fruit and leaving nine hanging there. How is that possible?",Other men can't reach the pear.; Other men didn't see the pear.; EACH is the name of one of the men.; None of above.,"and family '':'' answer brothersquestion'''' '.',1.',''''''':'daughter brother1actor''':''': '':'' '':'' '':''.',''''.',actor.',''''''.',''''':''':''''''''''''WP'daughter1 married,.'''daughter.', 1 lovedchoice  '",EACH is the name of one of the men.,EACH is the name of one of the men.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
SP-207_CR,"There were twenty boys with different names in the classroom, All went up to the blackboard and wrote names on the board, however, there was only one name on the board, how's that possible?",Other boys don't have names.; All is the name of one of the boys.; Other boys don't know how to write.; None of above.,"': ': and':':  family and moved a.'and.', '':'''''' '':''':'' '':''':answeristr.','daughters family'' '.',': '.','' 'istr family '':'daughters family''''':'daughters''':'correct'''daughters brother daughters the'' '.', ''''.',  'istr have  '':'''daughters ownactor",Other boys don't have names.,All is the name of one of the boys.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-208,"The more you take, the more you leave behind",Love.; Footsteps.; Money.; None of above.,"the '{' of the':d.', '.',''.', '':'correct the of and brothersactor.', a and''':''istr given''''': '':''?',':''.',d.','' '':istr':''''''.',1question '':':''''.', '.',actor':''actor family''Some lovedactord the '':'''' '?', family '':.',''",Love.,Footsteps.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-208_SR,"The more you take, the more you abandon.",Love.; Footsteps.; Money.; None of above.,"'a'' 'd': one.',''':'' the 'answer daughters': '':. and family and the'shares '.',''distr brothers.', one': '1 family 'd.',':'' 'd':''d brother daughteristr daughter':''':'''' '':''''''.',''':''''':'daughter '.', and, 'istristractor daughter by 'answer of.',  '",Love.,Footsteps.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-208_CR,You are running so fast but you're not getting closer. Where are you?,Country road.; Treadmill.; High way.; None of above.,"':'daughters their': '. and ofactor daughters'''' have own.',''': and family''':'' '?',':''':''.',''''':''.', '':'' family''.',, '': 'istr ownd.',1Some boxer family 'answer family '':'' 'istractorSomeactor ''''''.',':SomeSomeSomeistr family 'Some.','''' '':",None of above.,Treadmill.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-148,What type of bank doesn't hold money?,Snowbank.; Investment bank.; Central bank.; None of above.,"answer.',''.', 'distristristr.','' and family,'''and to.',, the by': and',''': of1.',''.',''':':'''' '': '':'''correct and':''':''.', andactor family '':'''''' daughters':''':''''dSome':'' ')': '.',''': 'Someactoractor loved': '",None of above.,Snowbank.,no,"Based on context and semantic similarity, the chosen answer matches the question."
